x-axis,1,2
second,Volt,Volt
-50.00000E-06,+399.66244602203E+00,+17.12311561406E+00
-49.95000E-06,+397.16998362541E+00,+17.12311561406E+00
-49.90000E-06,+399.66244602203E+00,+16.92211058736E+00
-49.85000E-06,+399.66244602203E+00,+17.12311561406E+00
-49.80000E-06,+402.15490841866E+00,+16.72110556066E+00
-49.75000E-06,+399.66244602203E+00,+17.12311561406E+00
-49.70000E-06,+402.15490841864E+00,+16.92211058736E+00
-49.65000E-06,+399.66244602203E+00,+17.12311561406E+00
-49.60000E-06,+397.16998362543E+00,+17.12311561406E+00
-49.55000E-06,+399.66244602203E+00,+16.92211058736E+00
-49.50000E-06,+397.16998362541E+00,+16.92211058736E+00
-49.45000E-06,+399.66244602203E+00,+17.12311561406E+00
-49.40000E-06,+402.15490841862E+00,+16.72110556066E+00
-49.35000E-06,+402.15490841864E+00,+17.12311561406E+00
-49.30000E-06,+399.66244602205E+00,+16.92211058736E+00
-49.25000E-06,+399.66244602205E+00,+16.72110556066E+00
-49.20000E-06,+399.66244602203E+00,+16.72110556066E+00
-49.15000E-06,+399.66244602203E+00,+16.92211058736E+00
-49.10000E-06,+399.66244602203E+00,+16.72110556066E+00
-49.05000E-06,+397.16998362544E+00,+16.92211058736E+00
-49.00000E-06,+399.66244602203E+00,+17.12311561406E+00
-48.95000E-06,+399.66244602203E+00,+16.92211058736E+00
-48.90000E-06,+399.66244602206E+00,+17.32412064075E+00
-48.85000E-06,+397.16998362544E+00,+16.92211058736E+00
-48.80000E-06,+399.66244602207E+00,+16.92211058736E+00
-48.75000E-06,+399.66244602203E+00,+16.92211058736E+00
-48.70000E-06,+402.15490841862E+00,+16.92211058736E+00
-48.65000E-06,+399.66244602207E+00,+16.72110556066E+00
-48.60000E-06,+399.66244602207E+00,+17.12311561405E+00
-48.55000E-06,+402.15490841866E+00,+16.92211058736E+00
-48.50000E-06,+402.15490841861E+00,+16.72110556066E+00
-48.45000E-06,+402.15490841861E+00,+16.92211058735E+00
-48.40000E-06,+397.16998362541E+00,+16.92211058736E+00
-48.35000E-06,+397.16998362541E+00,+16.92211058735E+00
-48.30000E-06,+402.15490841861E+00,+17.12311561405E+00
-48.25000E-06,+404.64737081514E+00,+17.32412064075E+00
-48.20000E-06,+399.66244602203E+00,+16.92211058736E+00
-48.15000E-06,+402.15490841855E+00,+16.92211058736E+00
-48.10000E-06,+399.66244602203E+00,+16.72110556067E+00
-48.05000E-06,+399.66244602198E+00,+16.72110556066E+00
-48.00000E-06,+402.15490841866E+00,+16.92211058735E+00
